docid,language_group,country,year,report_name,url,evidence_quote,short_excerpt,paragraph_text,hover_label,hover_label_plain,confidence,stage,match_method,short_match_method,filename
48.0,French,Congo,2015,Stratégie sectorielle de l'éducation 2015-2025,http://planipolis.iiep.unesco.org/en/2015/strat%C3%A9gie-sectorielle-de-l%C3%A9ducation-2015-2025-6410,tous les enseignants sont formés et reçoivent un guide pédagogique,...deux ans  les nouveaux programmes sont mis en œuvre 2015 et tous les enseignants sont formés et reçoivent un guide pédagogique  les filles et les enfants des populations...,...des matières d’œuvre en quantité suffisante sont mises à la disposition des établissements  l’institut spécialisé de formation des enseignants de l’enseignement technique est rouvert au sein de l’université pour assurer la formation initiale et continue des enseignants ouverture en septembre 2018  tous les enseignants participent à deux semaines de formation continue tous les deux ans  les nouveaux programmes sont mis en œuvre 2015 et tous les enseignants sont formés et reçoivent un guide pédagogique  les filles et les enfants des populations autochtones reçoivent des bourses ou des aides scolaires  la réorganisation des formations formelles cqp cap bet bep baccalauréat à travers la redéfinition des volumes horaires des contenus des programmes et la systématisation des stages en entreprise efficience 213 pour accroitre l’efficience de l’enseignement technique et de la formation professionnelle il sera nécessaire de mettre en place...,Country: Congo<br>Report Name: Stratégie sectorielle de l'éducation 2015-2025<br>Text Excerpt: ...deux ans  les nouveaux programmes sont mis en œuvre 2015 et tous les enseignants sont formés et reçoivent un guide pédagogique  les filles et les enfants des populations...,"Country: Congo
Report Name: Stratégie sectorielle de l'éducation 2015-2025
Text Excerpt: ...deux ans  les nouveaux programmes sont mis en œuvre 2015 et tous les enseignants sont formés et reçoivent un guide pédagogique  les filles et les enfants des populations...",0.95,verify,direct,direct,republic-of-congo-education-sector-plan.pdf
125.0,English,Egypt,2007,National strategic plan for pre-university education reform in Egypt 2007/08-2011/12 [includes: Preliminary note and executive summary. Annexes],http://planipolis.iiep.unesco.org/en/2007/national-strategic-plan-pre-university-education-reform-egypt-200708-201112-includes,author and produce textbooks teacher guides it and assessment research analytical and life materials skills 1 2 1 e implement and evaluate the new textbooks,...for early learning critical thinking childhood level 1 2 1 d author and produce textbooks teacher guides it and assessment research analytical and life materials skills 1 2 1 e implement and evaluate the new textbooks and instructional • integrate teachers book materials...,...ts activities management 08 09 10 11 11 12 09 10 07 08 developed curriculum that sciences mathematics social 1 2 1 c evaluate current textbooks and instructional materials in light of • integrate ict studies and religion only international and national standards to be completed by 2007 08 • focus on activity based learning activities for early learning critical thinking childhood level 1 2 1 d author and produce textbooks teacher guides it and assessment research analytical and life materials skills 1 2 1 e implement and evaluate the new textbooks and instructional • integrate teachers book materials students book and activity book as well as learning 1 2 1 f review and finalize instructional materials in light of evaluation materials in a results comprehensive way 1 3 enhance instruction of 1 3 1 improve the students 1 3 1 a implement specialized training programs to enable arabic language • the new structure of arabic language so as t...,Country: Egypt<br>Report Name: National strategic plan for pre-university education reform in Egypt 2007/08-2011/12 [includes: Preliminary note and executive summary. Annexes]<br>Text Excerpt: ...for early learning critical thinking childhood level 1 2 1 d author and produce textbooks teacher guides it and assessment research analytical and life materials skills 1 2 1 e implement and evaluate the new textbooks and instructional • integrate teachers book materials...,"Country: Egypt
Report Name: National strategic plan for pre-university education reform in Egypt 2007/08-2011/12 [includes: Preliminary note and executive summary. Annexes]
Text Excerpt: ...for early learning critical thinking childhood level 1 2 1 d author and produce textbooks teacher guides it and assessment research analytical and life materials skills 1 2 1 e implement and evaluate the new textbooks and instructional • integrate teachers book materials...",0.9,verify,direct,direct,egyptstrategicplanpre-universityeducation.pdf
20.0,English,Ethiopia,2009,Pastoralist area education strategy,http://planipolis.iiep.unesco.org/en/2009/pastoralist-area-education-strategy-5259,• upgrade the professional competence of abe facilitators and formal primary school teachers through continuous on job training programs,...medium of instruction both in abe and formal primary education • upgrade the professional competence of abe facilitators and formal primary school teachers through continuous on job training programs • upgrade the academic qualification level of...,...follow the modular self instructional approach in the preparation process • develop the culture of preparing educational aids from locally available materials and with the active participation of students • review and improve teaching learning materials and attain a 1 1 student textbook ratio as far as possible 10 • use the mother tongue as medium of instruction both in abe and formal primary education • upgrade the professional competence of abe facilitators and formal primary school teachers through continuous on job training programs • upgrade the academic qualification level of education of facilitators through distance education or evening sessions of formal schools and upon completion of their secondary education raise them to the status of certified teachers through a combined summer face to face training and distance education program • make the teaching learning process participatory and student centered • engage community lea...,Country: Ethiopia<br>Report Name: Pastoralist area education strategy<br>Text Excerpt: ...medium of instruction both in abe and formal primary education • upgrade the professional competence of abe facilitators and formal primary school teachers through continuous on job training programs • upgrade the academic qualification level of...,"Country: Ethiopia
Report Name: Pastoralist area education strategy
Text Excerpt: ...medium of instruction both in abe and formal primary education • upgrade the professional competence of abe facilitators and formal primary school teachers through continuous on job training programs • upgrade the academic qualification level of...",0.95,verify,direct,direct,ethiopia_pastoralist_area_education_strategy.pdf
129.0,English,Ethiopia,2017,Climate change education strategy of Ethiopia 2017-2030: Strengthening the integration of climate change into the formal education system of Ethiopia,http://planipolis.iiep.unesco.org/en/2017/climate-change-education-strategy-ethiopia-2017-2030-strengthening-integration-climate-change,develop and deliver complementary teaching to complement existing curricula materials on cc education for pilot testing in selected localities • translate the materials into local languages and disseminated to primary and secondary schools,...objectives activities develop teaching and learning materials • develop and deliver complementary teaching to complement existing curricula materials on cc education for pilot testing in selected localities • translate the materials into local languages and disseminated to primary and secondary schools upon endorsement by moe regional agencies...,...tion among formal formal and informal education systems non formal and informal cc education these are outlined below along with the corresponding major this strategic objective is meant for interventions strengthening the practical aspect of cce it encompasses specific objectives strategic objectives activities develop teaching and learning materials • develop and deliver complementary teaching to complement existing curricula materials on cc education for pilot testing in selected localities • translate the materials into local languages and disseminated to primary and secondary schools upon endorsement by moe regional agencies through the sector’s channel • development and distribution of supplementary reading notes brochures and posters on cc for students in primary and secondary schools building the capacity of school teachers • provide trainings for teachers of primary and secondary schools on the complementary teaching and learni...,Country: Ethiopia<br>Report Name: Climate change education strategy of Ethiopia 2017-2030: Strengthening the integration of climate change into the formal education system of Ethiopia<br>Text Excerpt: ...objectives activities develop teaching and learning materials • develop and deliver complementary teaching to complement existing curricula materials on cc education for pilot testing in selected localities • translate the materials into local languages and disseminated to primary and secondary schools upon endorsement by moe regional agencies...,"Country: Ethiopia
Report Name: Climate change education strategy of Ethiopia 2017-2030: Strengthening the integration of climate change into the formal education system of Ethiopia
Text Excerpt: ...objectives activities develop teaching and learning materials • develop and deliver complementary teaching to complement existing curricula materials on cc education for pilot testing in selected localities • translate the materials into local languages and disseminated to primary and secondary schools upon endorsement by moe regional agencies...",0.95,verify,direct,direct,Ethiopia_CCE_Strategy_2017_2030.pdf
493.0,English,Ethiopia,2020,Concept Note for Education Sector COVID 19-Preparedness and Response Plan,http://planipolis.iiep.unesco.org/en/2020/concept-note-education-sector-covid-19-preparedness-and-response-plan-6962,repacking and uploading all curricular materials including digitalized subject content and textbooks on the ministry,...by using electronic and printed media 1 000 000 00 etb  repacking and uploading all curricular materials including digitalized subject content and textbooks on the ministry website and other social media 1 000 000 00 etb ...,...resume learning during the school closed periods already in place  improve the communication channel of the sector through the support digital technology moe rebs and weos to monitor the spread of covid 19 5 000 000 etb  enhancing the capacity of regional education bureau to develop context specific covid 19 presentation treatment and psychosocial support by using electronic and printed media 1 000 000 00 etb  repacking and uploading all curricular materials including digitalized subject content and textbooks on the ministry website and other social media 1 000 000 00 etb  mobilizing volunteer university professors primary and secondary school teachers to record subject contents develop worksheet assignment and tests with adequate answer keys and explanation 500 000 00 etb 8  launching the radio and tv remote distance learning program by using the existing digitalized curricular content for secondary education ongoing using existin...,Country: Ethiopia<br>Report Name: Concept Note for Education Sector COVID 19-Preparedness and Response Plan<br>Text Excerpt: ...by using electronic and printed media 1 000 000 00 etb  repacking and uploading all curricular materials including digitalized subject content and textbooks on the ministry website and other social media 1 000 000 00 etb ...,"Country: Ethiopia
Report Name: Concept Note for Education Sector COVID 19-Preparedness and Response Plan
Text Excerpt: ...by using electronic and printed media 1 000 000 00 etb  repacking and uploading all curricular materials including digitalized subject content and textbooks on the ministry website and other social media 1 000 000 00 etb ...",0.95,verify,direct,direct,ethiopia_concept_note_for_education_sector_covid_19-preparedness_and_response_plan.pdf
437.0,English,Gambia,2013,Draft education sector strategic plan 2014-2022,http://planipolis.iiep.unesco.org/en/2013/draft-education-sector-strategic-plan-2014-2022,teaching and learning materials will be developed on early grade numeracy skills and teachers will be trained on the use of these materials,...interventions of the early grade numeracy program egnp however teaching and learning materials will be developed on early grade numeracy skills and teachers will be trained on the use of these materials intervening across the three areas eglp egnp nlp much...,...ms given the effect of the use of national languages on early grade literacy the pilot scheme will gradually be scaled up and strengthened with training coaching and provision of instructional materials in assessing the numeracy abilities of the early graders a baseline survey has recently been conducted the findings of which will guide the interventions of the early grade numeracy program egnp however teaching and learning materials will be developed on early grade numeracy skills and teachers will be trained on the use of these materials intervening across the three areas eglp egnp nlp much effort will be concentrated on the following areas 1 the assessments on the egnp eglp nlp every two years 2 coordination of the programs 3 revision of scripted lessons under the nlp 4 provision of teaching learning materials including pocket readers 5 monitoring supervision teacher training pre service in service one of pre requisites for improved...,Country: Gambia<br>Report Name: Draft education sector strategic plan 2014-2022<br>Text Excerpt: ...interventions of the early grade numeracy program egnp however teaching and learning materials will be developed on early grade numeracy skills and teachers will be trained on the use of these materials intervening across the three areas eglp egnp nlp much...,"Country: Gambia
Report Name: Draft education sector strategic plan 2014-2022
Text Excerpt: ...interventions of the early grade numeracy program egnp however teaching and learning materials will be developed on early grade numeracy skills and teachers will be trained on the use of these materials intervening across the three areas eglp egnp nlp much...",0.95,verify,direct,direct,the_gambia_education_sector_plan_2014_2022_0.pdf
95.0,English,Jamaica,2009,Vision 2030 Jamaica: National development plan: Education draft sector plan plan: final draft,http://planipolis.iiep.unesco.org/en/2009/vision-2030-jamaica-national-development-plan-education-draft-sector-plan-plan-final-draft-5183,train teachers in the use of best practices in reading instructions • develop diagnostic tools to provide teachers with data for use in the development of reading intervention programmes to meet the needs of their students and assess reading achievement • produce and or purchase for project schools teaching and learning materials that are appropriate and culturally sensitive • design develop implement and evaluate special interventions to improve reading in project schools,...number of students attaining mastery in reading by grade 3 • train teachers in the use of best practices in reading instructions • develop diagnostic tools to provide teachers with data for use in the development of reading intervention programmes to meet the needs of their students and assess reading achievement • produce and or purchase for p...,...in inspiring empowering and equipping teachers at grades 1 3 of primary schools in their endeavour to teach reading the expected outcome is the significant improvement of the number of students attaining mastery in reading by grade 3 • train teachers in the use of best practices in reading instructions • develop diagnostic tools to provide teachers with data for use in the development of reading intervention programmes to meet the needs of their students and assess reading achievement • produce and or purchase for project schools teaching and learning materials that are appropriate and culturally sensitive • design develop implement and evaluate special interventions to improve reading in project schools and disseminate strategies of proven success to wider schools systems • use information and communication technology to enhance and support all aspects of the operation • provide in service professional development in the teaching of r...,Country: Jamaica<br>Report Name: Vision 2030 Jamaica: National development plan: Education draft sector plan plan: final draft<br>Text Excerpt: ...number of students attaining mastery in reading by grade 3 • train teachers in the use of best practices in reading instructions • develop diagnostic tools to provide teachers with data for use in the development of reading intervention programmes to meet the needs of their students and assess reading achievement • produce and or purchase for p...,"Country: Jamaica
Report Name: Vision 2030 Jamaica: National development plan: Education draft sector plan plan: final draft
Text Excerpt: ...number of students attaining mastery in reading by grade 3 • train teachers in the use of best practices in reading instructions • develop diagnostic tools to provide teachers with data for use in the development of reading intervention programmes to meet the needs of their students and assess reading achievement • produce and or purchase for p...",0.95,verify,direct,direct,jamaica_vision_2030_education_sector_plan.pdf
302.0,English,Kenya,2015,National education sector plan. Vol.1: Basic education programme rationale and approach 2013-2018. Vol.2: Operational plan,http://planipolis.iiep.unesco.org/en/2015/national-education-sector-plan-vol1-basic-education-programme-rationale-and-approach-2013-2018,the initiative implemented as a pilot in 2012 provides pupils with reading and mathematics books teachers are also trained ongoing support and lesson 82 plans,...on how to improve literacy and numeracy outcomes for pupils the initiative implemented as a pilot in 2012 provides pupils with reading and mathematics books teachers are also trained ongoing support and lesson 82 plans that enable them to improve their daily instructional...,...ity of early grade reading and mathematics in kenya include i the nasmla study and uwezo reports 2009 have highlighted the important need to improve reading and mathematics outcomes and have provided valuable input into early grade policies and approaches ii the commissioning of the usaid supported primr in 2011 to undertake research on how to improve literacy and numeracy outcomes for pupils the initiative implemented as a pilot in 2012 provides pupils with reading and mathematics books teachers are also trained ongoing support and lesson 82 plans that enable them to improve their daily instructional practice iii the buddy reading program working in coast province has created a low cost strategy of supporting higher level pupils class 5 and 6 to help struggling readers in lower levels class 2 and 3 this is a promising initiative designed to create a reading culture in communities iv the reading to learn approach has been implemented in...,Country: Kenya<br>Report Name: National education sector plan. Vol.1: Basic education programme rationale and approach 2013-2018. Vol.2: Operational plan<br>Text Excerpt: ...on how to improve literacy and numeracy outcomes for pupils the initiative implemented as a pilot in 2012 provides pupils with reading and mathematics books teachers are also trained ongoing support and lesson 82 plans that enable them to improve their daily instructional...,"Country: Kenya
Report Name: National education sector plan. Vol.1: Basic education programme rationale and approach 2013-2018. Vol.2: Operational plan
Text Excerpt: ...on how to improve literacy and numeracy outcomes for pupils the initiative implemented as a pilot in 2012 provides pupils with reading and mathematics books teachers are also trained ongoing support and lesson 82 plans that enable them to improve their daily instructional...",0.95,verify,direct,direct,kenya_nesp_vol_1.pdf
510.0,English,Kiribati,2020,Education sector contingency plan for Covid-19 in Kiribati,http://planipolis.iiep.unesco.org/en/2020/education-sector-contingency-plan-covid-19-kiribati-7054,standard template for radio and video lesson plans actors to be engaged in development process and to convey lessons by subject by grade,...$200 venue broadcast studied per week by subject day 4days standard template for radio and video lesson plans actors to be engaged in development process and to convey lessons by subject by grade and ii tentative broadcast uploading schedule in case...,...hildren s story books <development of workplan on radio and $1 700 0 day 4 $6 800 0 gpe workshop with 30 participants video recorded lesson production> from taskforce ecce to sss workshop to develop i overall workplan that for 4days specifies chosen subjects at each level cost $50 person minutes per lesson number of lessons to be day 30ppl 4days $200 venue broadcast studied per week by subject day 4days standard template for radio and video lesson plans actors to be engaged in development process and to convey lessons by subject by grade and ii tentative broadcast uploading schedule in case of school closure p 57 output activity unit cost unit quantity total funding costing assumptions au$ au$ source <development of radio trial lessons> $4 000 pack 1 $4 000 gpe for ecce two subjects early develop one week trial radio lessons for numeracy and literacy and for ecce and primary level for selected core primary 3 core subjects kiribati subje...,Country: Kiribati<br>Report Name: Education sector contingency plan for Covid-19 in Kiribati<br>Text Excerpt: ...$200 venue broadcast studied per week by subject day 4days standard template for radio and video lesson plans actors to be engaged in development process and to convey lessons by subject by grade and ii tentative broadcast uploading schedule in case...,"Country: Kiribati
Report Name: Education sector contingency plan for Covid-19 in Kiribati
Text Excerpt: ...$200 venue broadcast studied per week by subject day 4days standard template for radio and video lesson plans actors to be engaged in development process and to convey lessons by subject by grade and ii tentative broadcast uploading schedule in case...",0.95,verify,direct,direct,kiribati_covid-19_contingency_plan_for_leg_endorsement_28sep2020.pdf
525.0,English,Lao People's Democratic Republic,2021,Lao PDR education COVID-19 response plan,http://planipolis.iiep.unesco.org/en/2021/lao-pdr-education-covid-19-response-plan-7201,videos on teacher professional development and curriculum based teaching resources ✓ teacher guides based on the curriculum for primary teachers,...access khang panya will also be developed to enhance teaching ✓ videos on teacher professional development and curriculum based teaching resources ✓ teacher guides based on the curriculum for primary teachers to be added for school year 2021 22 ✓ videos for...,...e global digital library30 ✓ messages videos on covid 19 safe practices from moes and unicef unesco as well as on online safety from molsw mict and unicef ✓ new pre school curriculum materials story books workbooks etc for pre school children coming for school year 2021 2022 ✓ materials and guidance for parents to support young children access khang panya will also be developed to enhance teaching ✓ videos on teacher professional development and curriculum based teaching resources ✓ teacher guides based on the curriculum for primary teachers to be added for school year 2021 22 ✓ videos for teachers on the pre primary curriculum under development ✓ e courses for blended learning on school development planning and using the moes fundamental quality standards for pre primary classes and primary schools under development ✓ teachers can also learn from the interactive international resources that promote stem e g khan academy university of c...,Country: Lao People's Democratic Republic<br>Report Name: Lao PDR education COVID-19 response plan<br>Text Excerpt: ...access khang panya will also be developed to enhance teaching ✓ videos on teacher professional development and curriculum based teaching resources ✓ teacher guides based on the curriculum for primary teachers to be added for school year 2021 22 ✓ videos for...,"Country: Lao People's Democratic Republic
Report Name: Lao PDR education COVID-19 response plan
Text Excerpt: ...access khang panya will also be developed to enhance teaching ✓ videos on teacher professional development and curriculum based teaching resources ✓ teacher guides based on the curriculum for primary teachers to be added for school year 2021 22 ✓ videos for...",0.9,verify,direct,direct,lao_pdr_education_covid-19_response_plan_0.pdf
137.0,English,Lebanon,2012,Teaching and learning in the digital age: Lebanon's national educational technology strategic plan,http://planipolis.iiep.unesco.org/en/2012/teaching-and-learning-digital-age-lebanons-national-educational-technology-strategic-plan-5922,teachers collaboratively plan develop or improve a lesson field test the lesson in a classroom observe it make changes and collect data,...study in a lesson study model of professional development teachers collaboratively plan develop or improve a lesson field test the lesson in a classroom observe it make changes and collect data to see the impact of the lesson on student learning...,...xt point the focus of open lessons is on teacher behavior open lessons have a long tradition in russia china and azerbaijan and are used informally throughout the globe where there is structured feedback time for discussion and teacher incorporation of feedback into a future lesson open lessons can help teachers build on and refine skills • lesson study in a lesson study model of professional development teachers collaboratively plan develop or improve a lesson field test the lesson in a classroom observe it make changes and collect data to see the impact of the lesson on student learning this usually occurs over a period of months in contrast to open lessons where the focus is on teacher action the lesson study approach focuses on student actions lesson study originated in japanese schools but now it has spread across the globe • study groups in the study group model teachers collaborate as a single large group or in smaller teams to s...,Country: Lebanon<br>Report Name: Teaching and learning in the digital age: Lebanon's national educational technology strategic plan<br>Text Excerpt: ...study in a lesson study model of professional development teachers collaboratively plan develop or improve a lesson field test the lesson in a classroom observe it make changes and collect data to see the impact of the lesson on student learning...,"Country: Lebanon
Report Name: Teaching and learning in the digital age: Lebanon's national educational technology strategic plan
Text Excerpt: ...study in a lesson study model of professional development teachers collaboratively plan develop or improve a lesson field test the lesson in a classroom observe it make changes and collect data to see the impact of the lesson on student learning...",0.95,verify,direct,direct,lebanon_national_educational_technology_strategic_plan_2012-2017.pdf
291.0,English,Lebanon,2021,Lebanon five-year general education plan 2021-2025,http://planipolis.iiep.unesco.org/en/2021/lebanon-five-year-general-education-plan-2021-2025-7480,structured pedagogy through consistently applied approaches e g scripted lesson plans activities can ensure that teachers are prepared to support children,...strategies to identify and support specific areas of weaknesses structured pedagogy through consistently applied approaches e g scripted lesson plans activities can ensure that teachers are prepared to support children at different levels this can also include approaches...,...ter or re enter the system behind age expected levels and 2 children who have remained in formal education but who have fallen behind the first group of learners is likely to require placement tests and intensive targeted support to return students to a suitable academic grade while the second group will require student remediation strategies to identify and support specific areas of weaknesses structured pedagogy through consistently applied approaches e g scripted lesson plans activities can ensure that teachers are prepared to support children at different levels this can also include approaches to grouping children by level rather than age and transitioning children based on progress through learning los mitigation programmes as well as well scripted lesson plans afterschool supplementary classes monitoring and teacher coaching can be core elements of improving learning and addressing learning loss 67 main strategies indicator basel...,Country: Lebanon<br>Report Name: Lebanon five-year general education plan 2021-2025<br>Text Excerpt: ...strategies to identify and support specific areas of weaknesses structured pedagogy through consistently applied approaches e g scripted lesson plans activities can ensure that teachers are prepared to support children at different levels this can also include approaches...,"Country: Lebanon
Report Name: Lebanon five-year general education plan 2021-2025
Text Excerpt: ...strategies to identify and support specific areas of weaknesses structured pedagogy through consistently applied approaches e g scripted lesson plans activities can ensure that teachers are prepared to support children at different levels this can also include approaches...",0.95,verify,direct,direct,lebanon_general_education_plan_2021-2025.pdf
153.0,English,Liberia,2016,Getting to Best Education Sector Plan 2017-2021,http://planipolis.iiep.unesco.org/en/2016/getting-best-education-sector-plan-2017-2021-6404,develop trial and approve teacher guides with lesson plans for english and mathematics 1 write teacher guides for grades 1 to 4 with daily lesson plans,...coordination with the teacher education and management program develop trial and approve teacher guides with lesson plans for english and mathematics 1 write teacher guides for grades 1 to 4 with daily lesson plans based on egra plus and egma materials 3 include...,...e 12 taking into consideration the existing curriculum 5 utilize frameworks and learning from lttp egra plus and egma to write new syllabuses for english and mathematics prioritizing grades 1 through 6 and including benchmarks for literacy and numeracy 6 consult edit approve print and disseminate the policy framework and syllabuses in coordination with the teacher education and management program develop trial and approve teacher guides with lesson plans for english and mathematics 1 write teacher guides for grades 1 to 4 with daily lesson plans based on egra plus and egma materials 3 include literacy and numeracy assess ment tools in the teacher guides utilize evaluation data from the psl trial to inform the development of guides and support materials 2 produce low cost materials to support activities and practices outlined in the teacher guides e g flash cards 3 pilot syllabuses and teacher guides monitor and evaluate teacher prac tic...,Country: Liberia<br>Report Name: Getting to Best Education Sector Plan 2017-2021<br>Text Excerpt: ...coordination with the teacher education and management program develop trial and approve teacher guides with lesson plans for english and mathematics 1 write teacher guides for grades 1 to 4 with daily lesson plans based on egra plus and egma materials 3 include...,"Country: Liberia
Report Name: Getting to Best Education Sector Plan 2017-2021
Text Excerpt: ...coordination with the teacher education and management program develop trial and approve teacher guides with lesson plans for english and mathematics 1 write teacher guides for grades 1 to 4 with daily lesson plans based on egra plus and egma materials 3 include...",0.95,verify,direct,direct,liberia-getting-to-best-education-sector-plan-2017_-2021_concise_version.pdf
489.0,English,Liberia,2020,Liberia COVID-19 education emergency response plan,http://planipolis.iiep.unesco.org/en/2020/liberia-covid-19-education-emergency-response-plan-6989,provision of teaching and learning materials for ece in none gpe counties textbooks teacher guides and digital workbooks based on the reformed curriculum,...around a teaching learning materials and learning continuity i provision of teaching and learning materials for ece in none gpe counties textbooks teacher guides and digital workbooks based on the reformed curriculum for grades 1 9 the ministry of education irise...,...hing psycho social support health and well being and establishment of learning continuity platforms 9 back to school campaigns targeting out of school children who were previously not in school or those at risk of not returning to school through community awareness and mobilization phase 3 system strengthening 1 strengthening systems around a teaching learning materials and learning continuity i provision of teaching and learning materials for ece in none gpe counties textbooks teacher guides and digital workbooks based on the reformed curriculum for grades 1 9 the ministry of education irise project is providing textbooks and workbooks for grades 10 12 based on the reformed curriculum this intervention will complement the irise project textbook provision to complete the chain from grades 1 12 based on the reform curriculum b assessment i development and implementation of a school readiness assessment system and tools for ece to complem...,Country: Liberia<br>Report Name: Liberia COVID-19 education emergency response plan<br>Text Excerpt: ...around a teaching learning materials and learning continuity i provision of teaching and learning materials for ece in none gpe counties textbooks teacher guides and digital workbooks based on the reformed curriculum for grades 1 9 the ministry of education irise...,"Country: Liberia
Report Name: Liberia COVID-19 education emergency response plan
Text Excerpt: ...around a teaching learning materials and learning continuity i provision of teaching and learning materials for ece in none gpe counties textbooks teacher guides and digital workbooks based on the reformed curriculum for grades 1 9 the ministry of education irise...",0.9,verify,direct,direct,liberia-covid-19-education-response-plan_24-may_2020_0.pdf
499.0,English,Liberia,2022,Education Sector Plan 2022/23–2026/27,http://planipolis.iiep.unesco.org/en/2022/education-sector-plan-202223%E2%80%93202627-7445,develop procure and distribute gender responsive and disability inclusive teachers’ guides to teachers in ece basic and secondary schools,...to the revised curricula framework syllabi and teacher guides 3 develop procure and distribute gender responsive and disability inclusive teachers’ guides to teachers in ece basic and secondary schools and alp textbooks to ece basic and secondary schools...,...s 1 develop and integrate tlms for the revised curricula including climate change life skills and skill based health education materials with a gender and inclusive lens 2 review existing textbooks with a gender and disability inclusive lens provide guidelines on what is fit for use at all levels ece basic and secondary and update according to the revised curricula framework syllabi and teacher guides 3 develop procure and distribute gender responsive and disability inclusive teachers’ guides to teachers in ece basic and secondary schools and alp textbooks to ece basic and secondary schools and alp workbooks to students at ece basic and secondary schools and alp laboratory manuals to basic secondary schools and alp also mentioned in stem sub component 2 2 2 visuals aids for classrooms in ece basic and secondary schools and alp 4 provide braille for students with visual impairment and sign language visual manual to students with hearing...,Country: Liberia<br>Report Name: Education Sector Plan 2022/23–2026/27<br>Text Excerpt: ...to the revised curricula framework syllabi and teacher guides 3 develop procure and distribute gender responsive and disability inclusive teachers’ guides to teachers in ece basic and secondary schools and alp textbooks to ece basic and secondary schools...,"Country: Liberia
Report Name: Education Sector Plan 2022/23–2026/27
Text Excerpt: ...to the revised curricula framework syllabi and teacher guides 3 develop procure and distribute gender responsive and disability inclusive teachers’ guides to teachers in ece basic and secondary schools and alp textbooks to ece basic and secondary schools...",0.95,verify,direct,direct,liberia_esp_2022.pdf
105.0,English,Madagascar,2020,Projet d'appui à l'éducation de base (PAEB): Cadre de politique de réinstallation des populations. Cadre de gestion environnementale et sociale,http://planipolis.iiep.unesco.org/en/2020/projet-dappui-%C3%A0-l%C3%A9ducation-de-base-paeb-cadre-de-politique-de-r%C3%A9installation-des-populations,composante vise à doter des guides et manuels basés sur le nouveau programme scolaire,...renforcement du système mise et en œuvre de projet la composante vise à doter des guides et manuels basés sur le nouveau programme scolaire composante 4 amélioration de l’analyse sectorielle et...,...te composante est d’améliorer les pratiques des enseignants pour un meilleur enseignement de la lecture et des mathématiques dans les premières années composante 2 construction des écoles la composante vise à améliorer l’accès des élèves principalement en intensifiant le programme de construction scolaire communautaire existant et performant composante 3 réformes sectorielles renforcement du système mise et en œuvre de projet la composante vise à doter des guides et manuels basés sur le nouveau programme scolaire composante 4 amélioration de l’analyse sectorielle et soutenir la gestion de projet la composante vise à assurer l’assistance technique et les études sur d’autres domaines du pse qui pourraient inclure la modernisation de la cartographie scolaire les déterminants de l’absentéisme des enseignants et des élèves l’évaluation des programmes de cantine scolaire et le recrutement et la formation des directeurs d’école composante 5 co...,Country: Madagascar<br>Report Name: Projet d'appui à l'éducation de base (PAEB): Cadre de politique de réinstallation des populations. Cadre de gestion environnementale et sociale<br>Text Excerpt: ...renforcement du système mise et en œuvre de projet la composante vise à doter des guides et manuels basés sur le nouveau programme scolaire composante 4 amélioration de l’analyse sectorielle et...,"Country: Madagascar
Report Name: Projet d'appui à l'éducation de base (PAEB): Cadre de politique de réinstallation des populations. Cadre de gestion environnementale et sociale
Text Excerpt: ...renforcement du système mise et en œuvre de projet la composante vise à doter des guides et manuels basés sur le nouveau programme scolaire composante 4 amélioration de l’analyse sectorielle et...",0.95,verify,direct,direct,madagascar_cges-paeb_fa_2020.pdf
344.0,English,Maldives,2019,Maldives Education Sector Plan 2019-2023,http://planipolis.iiep.unesco.org/en/2019/maldives-education-sector-plan-2019-2023-6727,develop teaching and learning materials for teachers in selected subject areas,...service 8 assess and revise teaching and learning materials 9 develop teaching and learning materials for teachers in selected subject areas 10 review and revise alternative pathways especially...,...ifficulties and introduce interventions to rectify them addressing the results of the nalo and external school reviews 5 conduct an analysis of the teaching and learning process and school based assessments 6 based on lowest results for remedial education 7 coordinate with relevant stakeholders and develop modules for teacher training linked to the ncf pre service and in service 8 assess and revise teaching and learning materials 9 develop teaching and learning materials for teachers in selected subject areas 10 review and revise alternative pathways especially the dhasvaaru programme for their selection of students subjects on offer and how programmes are managed 11 develop study support services such as career guidance mentorship and counselling in schools programme 3 1 access develop and implement a monitoring programme to ensure access to higher secondary higher secondary education by creating additional learning pathways education...,Country: Maldives<br>Report Name: Maldives Education Sector Plan 2019-2023<br>Text Excerpt: ...service 8 assess and revise teaching and learning materials 9 develop teaching and learning materials for teachers in selected subject areas 10 review and revise alternative pathways especially...,"Country: Maldives
Report Name: Maldives Education Sector Plan 2019-2023
Text Excerpt: ...service 8 assess and revise teaching and learning materials 9 develop teaching and learning materials for teachers in selected subject areas 10 review and revise alternative pathways especially...",0.95,verify,direct,direct,maldives_education_sector_plan_2019-2023.pdf
